user_id,friend_id,is_friend,common_friends_count,demographics_sex_user,demographics_age_user,demographics_city_user,education_career_education_university_user,education_career_education_faculty_user,demographics_sex_friend,demographics_age_friend,demographics_city_friend,education_career_education_university_friend,education_career_education_faculty_friend
394100799,254249175,True,6,мужской,20.0,Москва,РТУ МИРЭА,Институт информационных технологий,мужской,21.0,Пенза,РТУ МИРЭА,Неизвестно
394100799,283922767,True,0,мужской,20.0,Москва,РТУ МИРЭА,Институт информационных технологий,мужской,21.0,Москва,Неизвестно,Неизвестно
394100799,350840991,True,8,мужской,20.0,Москва,РТУ МИРЭА,Институт информационных технологий,мужской,22.0,Москва,Неизвестно,Неизвестно
394100799,419168599,True,8,мужской,20.0,Москва,РТУ МИРЭА,Институт информационных технологий,мужской,22.0,Москва,Неизвестно,Неизвестно
394100799,432814093,True,8,мужской,20.0,Москва,РТУ МИРЭА,Институт информационных технологий,мужской,22.0,Кизнер (поселок),Неизвестно,Неизвестно
394100799,548550935,True,8,мужской,20.0,Москва,РТУ МИРЭА,Институт информационных технологий,мужской,20.0,Москва,РТУ МИРЭА,Институт информационных технологий
394100799,611694763,True,7,мужской,20.0,Москва,РТУ МИРЭА,Институт информационных технологий,мужской,21.0,Москва,Неизвестно,Неизвестно
410472515,20341211,True,0,мужской,22.0,Королёв,РТУ МИРЭА,Неизвестно,мужской,22.0,Москва,Неизвестно,Неизвестно
410472515,69110189,True,13,мужской,22.0,Королёв,РТУ МИРЭА,Неизвестно,женский,25.0,Москва,РТУ МИРЭА,Неизвестно
410472515,99138057,True,8,мужской,22.0,Королёв,РТУ МИРЭА,Неизвестно,мужской,40.0,Москва,МГУПИ,Институт высоких технологий
410472515,154151541,True,13,мужской,22.0,Королёв,РТУ МИРЭА,Неизвестно,мужской,22.0,Химки,Неизвестно,Неизвестно
410472515,158445696,True,9,мужской,22.0,Королёв,РТУ МИРЭА,Неизвестно,женский,22.0,Москва,РТУ МИРЭА,Институт информационных технологий
410472515,171888881,True,6,мужской,22.0,Королёв,РТУ МИРЭА,Неизвестно,мужской,23.0,Одинцово,Неизвестно,Неизвестно
410472515,174111046,True,11,мужской,22.0,Королёв,РТУ МИРЭА,Неизвестно,женский,22.0,Москва,Неизвестно,Неизвестно
410472515,203874757,True,0,мужской,22.0,Королёв,РТУ МИРЭА,Неизвестно,мужской,22.0,Москва,Неизвестно,Неизвестно
410472515,275267938,True,6,мужской,22.0,Королёв,РТУ МИРЭА,Неизвестно,мужской,22.0,Таганрог,Неизвестно,Неизвестно
410472515,286877958,True,9,мужской,22.0,Королёв,РТУ МИРЭА,Неизвестно,мужской,22.0,Москва,Неизвестно,Неизвестно
